index,ratings,reviews
1090,5,Super really love this mobile
1091,5,This phone was good 🤗🔥
1092,5,This prices are very good mobile phone
1093,5,Value for money
1094,5,Good service 👍 good quality lowest budget phone
1095,5,Good
1096,5,Very good
1097,5,Nice phon
1098,5,Thank you Flipkart
1099,5,Nice phone
1100,5,Excellent product
1101,5,"Phone's quality is very good
But one problem
Back cover isn't given"
1102,5,Osm
1103,5,Very nice mobile full paisa vsul product thanks Flipkart 🥰🥰🥰🥰🥰🥰
1104,5,"Very Good product best quality
Big billion days offer 9899Rs
Good camera 📸
Battery backup super 👍
Nice look"
1105,5,Wt a phone super qty And good camara
1106,5,Good Phone
1107,5,Better
1108,5,Spr mass pangu
1109,5,Amazing
1110,5,Awesome phone
1111,5,Very nice
1112,5,Good
1113,5,Good
1114,5,Awesome Phone
1115,5,Nice phone & lowest cost phone
1116,5,Osam mobile nice price
1117,5,Awesome Mobile. Call Recording needs to be updated so that all calls can get recorded.
1118,5,Very good phone.
1119,5,"The Camera is good as expected.
6000mAh battery (You can use this for two days (normal usage) without charging 🥰) with 18W adapter charges from 0 to 100 in 2hr 10mins
It's been 10 days and there has been no issue related to anything
And the phone comes with a screen protect film (no scratches 😁)
Over-all best buy at this range"
1120,5,Nice battery.
1121,5,Bivotao Sundor Jinish. Go for it. Battery lasts for 1 whole day of watching movies. Asombhob sundor
1122,5,thanks
1123,5,It's too Gud with Quality of the Product.
1124,5,Good
1125,5,Good Mobile
1126,5,Good Mobile
1127,5,The awesome phone is perfect for everything
1128,5,Osm mobile
1129,5,Very nice design and sturdy phone
1130,5,Good quality
1131,5,Best phone.
1132,5,It's amazing 😍
1133,5,Osm
1134,5,Amazing phoone for the budget...under 10k.. both battery backup and performance is good.
1135,5,"Superb
Thank you thank you thank you"
1136,5,Good at this price of point
1137,5,Very Good Product
1138,5,Nyc
1139,5,Good
1140,5,Good..
1141,5,Good..
1142,5,Good mobile... Besttt
1143,5,Good. Awsome phone..poli saanm
1144,5,Good mobile in this price Range
1145,5,Awsome phone awsome service by flipkart thank you flipkart family
1146,5,Nice one
1147,5,A very nice camera and battery performance but the weight of the phone is nearly 250g
1148,5,Camera is awesome 😍
1149,5,Good
1150,5,Fabulous product and nice service 👍
1151,5,Looks good
1152,5,Nice one
1153,5,nice phone
1154,5,Nice phone.
1155,5,Good and nice mobile
1156,5,Nice
1157,5,Excellent
1158,5,"Excellent mobile color, we like it. It's osm 🥰🥰😘👍❤️and the delivery boy's behave was so nice 👍👍"
1159,5,Good
1160,5,Great specs
1161,5,Good 👍
1162,5,Very Nice Budget mobile . Battery and Camera is the main receipe of this phone.
1163,5,Superb
1164,5,Nice phone
1165,5,Excellent
1166,5,Good 👌
1167,5,God phone
1168,5,Excellent mobile ..good battery backup.
1169,5,Good..
1170,5,Nice Mobile very smooth.
1171,5,Wonderful phone in 11k I really appreciate flipkart to giving offers thank you for delivery person also...
1172,5,Value for money. Recommended to buy
1173,5,Nice and good
1174,5,Good one at this price but it could have some additional features.
1175,5,I give my review after the usage of 1 year it was really a nice product
1176,5,Good phone and best phone for narjo 20
1177,5,Next level smartphone
1178,5,Superb phone in this price range
1179,5,"Awesome phone 📱 and best Kotak Mahindra Bank dabit card EMI service
I really happy 😊"
1180,5,OSM
1181,5,"Very nice product
Fully satisfied realme narzo 50
Camera quality is good"
1182,5,"Very good..😍😘 Camera and Nice battery backup 😍.,"
1183,5,Very good product
1184,5,Nice mobaile
1185,5,Nice
1186,5,Nise
1187,5,Best phone in this budget... smooth experience with long lasting battery...
1188,5,Super camera
1189,5,It is a good budget phone reg camera it is not 50mp it is work as 13 mp camera something it disappointed you much. Other than that a good phone to buy
1190,5,Batery backup is osme
1191,5,Fantastic mind blowing mobile
1192,5,Awasome phone in this range
1193,5,Good products
1194,5,Nice
1195,5,Nice product on this unbelievable price
1196,5,Nice mobile
1197,5,Ok
1198,5,Good
1199,5,Super mobile
1200,5,Super phone
1201,5,Nice
1202,5,very nice phone
1203,5,Excellent
1204,5,Superb
1205,5,Great phone
1206,5,"Fantastic mobile phone.
Thank you flipkart."
1207,5,"The mobile is a good purchase at this price,battery is high powered,last long,picture sharp,sound quality is good, 50mp camera is superb."
1208,5,Very good👍
1209,5,Amazing product....at affordable price
1210,5,Best mobile I'm satisfied 😃
1211,5,Good product
1212,5,What a mobile amazing battery back up also. Loved to purchase from flipkart. Delivery boy is also good behaviour. Best exchange prize.i got from flipkart
1213,5,Good
1214,5,Nice
1215,5,Good mobile
1216,5,Overall nice
1217,5,Good fone
1218,5,Amazing
1219,5,Its good performance
1220,5,Good
1221,5,One of the best Battery back up phone got it for my mother Almost 5 days still she using with our charging... Better camera
1222,5,Nice
1223,5,Fly
1224,5,Osem product value for money
1225,5,Narzo 50 a best mobile
1226,5,"Flipkart is a good app for shoppinge
Exchange offer best'for New phone
I like and loved it
I'm soo happy
I recommend all customers bring the Flipkart"
1227,5,Goodgood
1228,5,Amazing mobile
1229,5,Nice 🙂
1230,5,This is very nice phon I love it
1231,5,Good
1232,5,Awesome
1233,5,Nice products
1234,5,Excellent product
1235,5,nice
1236,5,Too good
1237,5,Good phone
1238,5,Flipcart is best shopping in india
1239,5,iTs working fine till now lets see how it perform in near future them ill update my comment..
1240,5,Not bad camera
1241,5,So beautiful products
1242,5,Nice 👍
1243,5,nice very nice
1244,5,Best phone in this range
1245,5,Very nice experience
1246,5,Happy
1247,5,Good product 👍
1248,5,sexy mobile
1249,5,Very nice mobile sakata👍👍💞
1250,5,Nice
1251,5,Nyc Phone...
1252,5,i really happy for this offer ... 1 st time i bought realme product... its smooth touch screen and clear sound and handling easily.. i like it..
1253,5,Nice
1254,5,Very Nice Phone...😍...Just awesome Performance on cheap rate😍🔥
1255,5,"Nice product
Battery capacity is awesome"
1256,5,"Very nice phone in this budget. My phone battery becomes 50% at the end of the day...
Not hanged at all.
Enough space for lots of app.
Camera should be more power full."
1257,5,Nice phone
1258,5,awesome
1259,5,Nice phone
1260,5,Good
1261,5,Nice one❤️😊
1262,5,Phone is best price in this price
1263,5,Value for money. Battery capacity is good
1264,5,Really Good 👍
1265,5,Awesome
1266,5,Nice looking phone 😍
1267,5,Under budget
1268,5,Good one
1269,5,Good
1270,5,Superb phone also delivered in 1 day.thanks realme and flipkart.
1271,5,Super product nice working
1272,5,Excellent 👌
1273,5,"Good phone & Best Quality mobile Realme narzo 50A
I loved it... ♥️🔥🥰"
1274,5,Realmes a really best
1275,5,Nice
1276,5,good qualty
1277,5,Loved it. If you are thinking of buying a smartphone in this range then this is the right option for you.🥰🥰💯💯👍👍
1278,5,Good
1279,5,Awsome product...worth to buy
1280,5,Its a very good mobile and its feature is very good function
1281,5,All features are Good
1282,5,It's a budget phone. You can go.
1283,5,"Amazing Phone
I love this phone.
Camera quality is too good.
Charging capacity also good"
1284,5,Good
1285,5,Good
1286,5,Very 👍👍👍👍
1287,5,Good
1288,5,Just awesome thanks flipkart
1289,5,Supper
1290,5,Super mobile battery picuk super
1291,5,Realme Narzo 50A is nice mobile.but Delivery boy is very bad person.
1292,5,Awesome deal
1293,5,Good mobile
1294,5,Super
1295,5,Phone is good
1296,5,Goid
1297,5,This is really nice product...... Nice touch awesome camera 📷 bettry is charry on the cake...... Very nice product.........
1298,5,Very good
1299,5,Nice job sub 👍👍👍
1300,5,Loved it. 💕💕💕💕💕💕
1301,5,Excellent 👍🏻 product
1302,5,"It,s very good service"
1303,5,Good 😇
1304,5,Product is very beatifull
1305,5,Very nice budget phone .thanks realme .
1306,5,Value for money
1307,5,Awesome
1308,5,Good
1309,5,Mind-blowing set
1310,5,Nice phone....
1311,5,Good
1312,5,Nice mobile work is fast battery backup with super and slim mobile
1313,5,Weldon mobile phone
1314,5,Good
1315,5,Best phone in market
1316,5,Good
1317,5,Nice product
1318,5,Super mobile number 1
1319,5,Awesome phone in this price
1320,5,Nice Products 👍
1321,5,Best phone
1322,5,Good product nice looking
1323,5,Super selfi
1324,5,Very NICE Mobile I loved it
1325,5,Excellent
1326,5,"Supar nice mobail
10+9 cemera
10+10 betery
10+9 parformans
10+10 paisa vasul mobail"
1327,5,Awesome phone in this price..
1328,5,Excellent smartphone and good performance camera and battery performance also good. Overall good performance
1329,5,I like it
1330,5,Nice
1331,5,Nice phone under 11000
1332,5,Very decent phone at this price range 🔥
1333,5,Good
1334,5,Good
1335,5,Good battery
1336,5,Too good
1337,5,Overall good smart phone for normal use
1338,5,Good
1339,5,awesome
1340,5,Really great
1341,5,Budget phone . Features loaded as per price .
1342,5,Good pc
1343,5,Nice smartphone. Awesome click. Lagfree performance.
1344,5,Good product
1345,5,Very nice in this price phone.
1346,5,Very nice
1347,5,"If you are looking for a budget phone with a more than average performance, this is a good option.
Got this for 9k in BBD so according to Price it is a really good option to be considered"
1348,5,Very nice phone good working and everything is fine with this phone..
1349,5,Nice
1350,5,Nice phone
1351,5,good ...
1352,5,Nice
1353,5,"Awesome performance
Simply superb"
1354,5,Nice phone only for battery and storage but camera is average.....
1355,5,Excellent mobile
1356,5,Awesome phone
1357,5,Nice
1358,5,Wonderful feature.
1359,5,Great phone under 13k
1360,5,Good
1361,5,super
1362,5,Nice
1363,5,Good product 👍
1364,5,V good
1365,5,Product is good
1366,5,Super
1367,5,Nice
1368,5,Good
1369,5,performance is average but battery is soo good
1370,5,Excellent
1371,5,Nice
1372,5,"Good mobile at this price..
I review after use 20 days..
It's very good mobile ph"
1373,5,Nice mobile with great performance
1374,5,"Nice product,👌👌🥰"
1375,5,Too good
1376,5,Omg it is very good product
1377,5,Fine
1378,5,Nike
1379,5,Very good
1380,5,awsome
1381,5,Very good
1382,5,As pr my requirements
1383,5,Nice
1384,5,"As usual Flipkart delivery was within 48hrs of ordering.
The product is from Flipkart it is promising one.
The mobile is an eye-catching piece with in this price range.
By the way my dad loved his new mobile.
Thanks a the happiness Flipkart."
1385,5,Good product
1386,5,Nice mobile fone
1387,5,Nice phone
1388,5,Fabulous
1389,5,Very nice device
1390,5,Good
1391,5,Fine quality
1392,5,Good
1393,5,Nice
1394,5,Good
1395,5,Excellent mobile at this price
1396,5,Nice phone
1397,5,Great
1398,5,Good
1399,5,Osm
1400,5,Very good camera and very good looking phone
1401,5,Overall good feature handset.
1402,5,V Nice
1403,5,Superb
1404,5,Good purchase
1405,5,Ok
1406,5,Super
1407,5,I like u Narzo 50A
1408,5,nice
1409,5,Quality and budget phone. The camera quality is pretty good and front and back design is good. I am very much satisfied with this phon.
1410,5,Nice
1411,5,Good
1412,5,Nyc mobile
1413,5,Nice 👍
1414,5,Very nice
1415,5,Excellent
1416,5,Good
1417,5,Nice
1418,5,Nice Mobile
1419,5,Super
1420,5,grt
1421,5,Superb product
1422,5,I love filipcard
1423,5,"Very good phone
Very very good delivery boy very polite.
Thank you flipkart and realme
. Editing after 1 month very good phone 🤳 must buy if you are a student and not to exceed you budget 12500rs very good phone keep it up realme ."
1424,5,Very nice
1425,5,"They say that it is a hd+ screen but it feels the same like fhd+ screen
It is 60Hz panel but hen you open realms lab in ur setting and enable smooth scrolling,it feels like 90Hz
A must by mobile under 13k it is better than resmi note 10mprime"
1426,5,Everything fantastic
1427,5,excellent
1428,5,This is a good product but battery charging is being slow
1429,5,Is price range me good mobile phone
1430,5,Great phone.
1431,5,Just awesome
1432,4,Ok
1433,5,Speaker is excellent
1434,5,Nice phone
1435,5,Nice phone
1436,5,Ok
1437,5,"Fastest delivery
Value of money"
1438,5,Very nice product I am very happy
1439,5,Go for it
1440,5,Awesome product at this price. Value for money . Battery performance is best . Must go for it. Delivery was one day before the given date . Happy for this💕🤗 . Thank uh flipkart ❤️😍
1441,5,Best phone under price
1442,5,Good phone
1443,5,Awesome product yrr
1444,5,Good prfomsh
1445,5,Good product
1446,5,"Perfect Smart Phone On This Price
Must Buy"
1447,5,Nice
1448,5,Ok ok
1449,5,Nice brother
1450,5,Good mobile
1451,5,Awsome in this price must buy looking beautiful ❤️
1452,5,"This mobile is very good perfomance and east to use

MAIN IM HAPPY ON BATTERY ITS 6000MAH BATERY
(ITS COME 2 DAYS) ON CONTINUE USING HEAVY USE 1.5 DAY)"
1453,5,Nice product
1454,5,fabulous
1455,5,awsome phone
1456,5,nice product
1457,5,excellent
1458,5,Value for money
1459,5,Very good
1460,5,Nice
1461,5,Nice !
1462,5,Good product
1463,5,Good
1464,5,"Ok good
Very quickly delivered
Thanks"
1465,5,Very beautiful and fast mobile phone no hang and no lag problem.powerfull battery phone.
1466,5,Prize is low but performance very good
1467,5,Ok
1468,5,It's good
1469,5,Good
1470,5,Nice
1471,5,Nice
1472,5,Excellent
1473,5,"Good Phone 📱 Battery Top, Back Camera Must, Display Super"
1474,5,Nice....I love it
1475,5,Very nice😊 supper
1476,5,Osm Mobile
1477,5,"This android phone is very glorious and powerful , phone quality is very great full proforming in my hand"
1478,5,"Camera is average
Battery life very good
Processer Performance very good
Value for money"
1479,5,Nyc
1480,5,Guys go for it. Awesome mobile with this price range
1481,5,Not bad
1482,5,Nice mobile phone to this price.....
1483,5,Superb
1484,5,Nice ph
1485,5,Best
1486,5,Nice
1487,5,Nice product
1488,5,"The product is satisfactory as mentioned !
And the delivery person was also very supportive !"
1489,5,Excellent
1490,5,Delivery speed is very fast thanks flipkart and Ecart
1491,5,Nice products
1492,5,"Very good product

thank you Flipkart"
1493,5,"This is the best budget friendly and value for money phone...I just love it
And it has very smooth touching experience
The camera quality is so so so ..... perfect and th best...
I am loving it and enjoying it while using..
Must buy
It is value for money 🤑 phone"
1494,5,"Product is good but kono cover deini ,😔😔😔😔"
1495,5,Good
1496,5,Good
1497,5,"Suuper mobile.,"
1498,5,good mobile phones
1499,5,Good nice porphormation and nice ❤️
1500,5,Very good mobile
1501,5,best
1502,5,"Great performance , battery and storage.
Processor and Camera is good."
1503,5,Nice products and good looking and feeling better now than later
1504,5,"I have used this phone continuously last 7 days from delivery
Over all ok
But delivery is soo late am disappointed it's take two weeks more time
Battery performance is. Awesome
But charging time is more than 2 and half hours to full slightly disappointed
Back camera 50 mp is awesome night scape photos is good
Selfie camera performance is average
It has G85 processor is best performance
Over all phone is worth for money go for it"
1505,5,nice
1506,5,Superb
1507,5,Good
1508,5,Nice
1509,5,Best
1510,5,Good phone I like very much
1511,5,Good product 👍
1512,5,product is very good
1513,5,Good
1514,5,Good
1515,5,Nice phone
1516,5,Feel good to having this mobile
1517,5,Good phone
1518,5,Good
1519,5,Nice product
1520,5,Good mobile good run
1521,5,Best 👍
1522,5,Excellent
1523,5,Good mobile
1524,5,Nice picture
1525,5,Nyc mobile
1526,5,Good
1527,5,Good mobile
1528,5,Batter forformance
1529,5,Nice so looking phone
1530,5,"Money valuable product
Very nice"
1531,5,Good product value for money
1532,5,Good mobile
1533,5,Beautiful Brand
1534,5,Nice
1535,5,Thank u so much
1536,5,Amazing
1537,5,Good..
1538,5,Superb mobile. Right range. I love it.
1539,5,Perfect budget phone
1540,5,GOOD VERY VERY VERY GOOD I LIKE IT!!!!!!!!!
1541,5,Nyc
1542,5,Very nice product and good quality camera and bettery
1543,5,Good product
1544,5,Good quality mobile
1545,5,Very good
1546,5,Excellent
1547,5,Fantastic
1548,5,Nice phone
1549,5,I loved this
1550,5,I am Happy
1551,5,Good
1552,5,Nice phone 📱✌️
1553,5,Nice
1554,5,Awesome phone and value for money ☺️
1555,5,Good mobile smothly performance
1556,5,Every good
1557,5,Good mobile
1558,5,Very Good Products
1559,5,Good Product. But Late For Delivery.
1560,5,"Good product, thanks again Flipkart"
1561,5,Awesome and value for money.
1562,5,Good
1563,5,Good
1564,5,Good
1565,5,Over all excellent mobile
1566,5,Good phone
1567,5,Best mobile for this prize money thanks Flipkart
1568,5,Good
1569,5,Very nice for in my budget
1570,5,Nice
1571,5,Very good product this price range.
1572,5,Very good
1573,5,Very good
1574,5,Realme is always the best. Thus phone does not disappoint.
1575,5,Good
1576,5,Its a very good mobile under 10k
1577,5,Super
1578,5,Good
1579,5,Best performance.
1580,5,Best mobile short range
1581,5,Good
1582,5,Good
1583,5,Super
1584,5,Good Phone
1585,5,Nice
1586,5,Nice
1587,5,Excellent 👌 quality product
1588,5,Happy
1589,5,Loved it..
1590,5,Good in this price
1591,5,Very good
1592,5,Awesome product
1593,5,Good product
1594,5,Super
1595,5,Nice
1596,5,Everything good except back camera
1597,5,Good parfumantion
1598,5,Good phone from realme
1599,5,Good
1600,5,Super
1601,5,Super prodekt
1602,5,Nice phone
1603,5,Worthy product.....
1604,5,"Thank u.
Trustworthy service."
1605,5,1 best company realme all the best 🧐
1606,5,Good
1607,5,Good good
1608,5,nice phone
1609,5,Wow
1610,5,Nice phone
1611,5,Awesome Phone
1612,5,Wow
1613,5,This price range good mobile phone
1614,5,Very good
1615,5,Amazing product
1616,5,Good
1617,5,Good product
1618,5,Gud one
1619,5,Very good
1620,5,"Super good camera, battery back up"
1621,5,Good product
1622,5,Nice product
1623,5,Nice
1624,5,Good mobile
1625,5,Very nice mobile
1626,5,Good product 👍
1627,5,Best mobile phone at this range
1628,5,Nice
1629,5,Very nice mobile 👍
1630,5,Good
1631,5,Nice
1632,5,Best phone ever ❤❤❤❤❤
1633,5,Ok mobile
1634,5,Awesome
1635,5,Worth for money
1636,5,Super mobile .......
1637,5,Nice phone i like it
1638,5,Great outstanding product with very reasonable price
1639,5,Awesome
1640,5,Very good performance
1641,5,Good product
1642,5,Value for money...cheap and best product.
1643,5,Good
1644,5,Best
1645,5,Good product
1646,5,grateful
1647,5,Nice
1648,5,Good
1649,5,Very nice phone and delivery
1650,5,Just wow
1651,5,Nice product
1652,5,Gud mobile in this price
1653,5,Nice Phone
1654,5,Good
1655,5,Nice phone
1656,5,Wow
1657,5,Very nice betrry stay 3day minimum not heavy use this phone is very good
1658,5,Nice mobile 📲
1659,5,Good
1660,5,value for money
1661,5,Best
1662,5,Fantastic..
1663,5,No complaints....everything working smoothly....hope it stays that way
1664,5,Amazing
1665,5,Best Mobile in this Price
1666,5,very good performance
1667,5,Good one....Can go for it....Good picture quality
1668,5,Good
1669,5,Best phone by relame but screen should be fhd+ and speakers should be loud in market place ringing is slow
1670,5,Very good condition 😍
1671,5,Always good rocking
1672,5,In this budget it is okay
1673,5,"Thanks to Flipkart
Big Billion Days made me to buy this phone
With 6000mah battery & 128GB storage.. it's just wow..!!"
1674,5,Good
1675,5,Very nice
1676,5,very good
1677,5,Nice Mobile
1678,5,Best in budget
1679,5,Good
1680,5,Goi
1681,5,"Camera 📸 4
Battery 🔋 5
Flash light power 🕯️ 3
Display 5
Audio quality 5
Finally worth above this budget"
1682,5,Beat product in this price range
1683,5,Nice working
1684,5,Good performance
1685,5,Wow
1686,5,"Camera is so good | display , battery ,so nice mobile is very nice"
1687,5,"Narzo...50A is worth for my money, Awesome performance... Good camera quality and battery is awesome... I m charging My phone once in two days... Long lasting battery.... Thank you flipkart 🥰"
1688,5,Awesome performance in affordable price.
1689,5,Good product
1690,5,Good
1691,5,Best mobile
1692,5,Overall very good. Just heavy feel
1693,5,Very Nice
1694,5,Good
1695,5,Good
1696,5,Super
1697,5,Super phone
1698,5,Good
1699,5,Well n wanderfull smartphone.realme narzo50A is also smart
1700,5,Good performance
1701,5,Good mobile
1702,5,After use of 10days realme narzo50a is a good phone in this budget.baterry is osam camare is osam in day.overall phone is so good .go for it if you buy a smart phone under 10k.
1703,5,Good
1704,5,Best product ever❤️❤️....
1705,5,It is jus Awsome
1706,5,Very good performance
1707,5,Awesome
1708,5,Nice
1709,5,Value for money
1710,5,Good product
1711,5,Good phone
1712,5,Very good phone
1713,5,Very nice mobile
1714,5,Good product 😊
1715,5,Classy product...every features are good & Realme is also good product... thnks Flipkart
1716,5,"Great product & the delivery boy, he was amazing. He has a very charming behaviour person.."
1717,5,Great deal I found in flipkart
1718,5,Value for money
1719,5,Good
1720,5,WORTH MOBILE
1721,5,Nice
1722,5,Good
1723,5,Excellent
1724,5,Good 👍
1725,5,Excellent phone
1726,5,Camera is very good
1727,5,Beast
1728,5,good
1729,5,Awesome phone..1 number..👌👌👌👌
1730,5,Excellent in all corner
1731,5,Very good mobile
1732,5,Good
1733,5,"Nice Phone, Thanks Flipkart"
1734,5,Good phone. I got it in 9500 .. Budget phone
1735,5,Good.....
1736,5,So nice product
1737,5,Very nice
1738,5,nice product
1739,5,Good good 👌👌👌
1740,5,Excellent.
1741,5,Very Good mobile in low price
1742,5,Budget phone
1743,5,good phone according to the budget
1744,5,Very good product
1745,5,Very nice 👍👌👍👍
1746,5,Super
1747,5,Okay good
1748,5,Wow
1749,5,Superb phone 👌👌
1750,5,Good
1751,5,Nice
1752,5,Budget phone
1753,5,Thanks
1754,5,"Can't. Say exactly about mobile

Looking good
Long term review after few days"
1755,5,Good
1756,5,Good product
1757,5,Good
1758,5,Amazing mobile
1759,5,Nice
1760,5,Thnx
1761,5,Good
1762,5,Best must
1763,5,Loved it
1764,5,Mind blowing
1765,5,Good job
1766,5,Very good product
1767,5,Good
1768,5,Super
1769,5,Very nice quality and value of money
1770,5,Nice phone
1771,5,Good
1772,5,Ok
1773,5,Ok
1774,5,Nice 👍
1775,5,Nice mobile
1776,5,Ok
1777,5,Good
1778,5,Value for Money
1779,5,Very good
1780,5,This rang the phn is amazing
1781,5,Very good product
1782,5,Thanks Flipkart.
1783,5,Good
1784,5,Good
1785,5,Awesome battery backup...I have charge my phone after 4 days
1786,5,Very good and excellent product from real me
1787,5,Masha Allah 🥀 best mobile
1788,5,Nice phone
1789,5,Good To Use But touch is very slow
1790,5,"Keep it up, Value for money, nice heavy and jumbo big size mobile in price range. 6000mAh battery rocks.
Because of large battery it take patience & time to get fully charged."
1791,5,Good
1792,5,Nice
1793,5,Low price best phone
1794,5,Good
1795,5,Good mobile
1796,5,Godd
1797,5,"I love this phone , awesome battery life , awesome refresh rate ,all things is good , but I don't like back portion"
1798,5,Very good
1799,5,Nice
1800,5,battery good
1801,5,Excellent
1802,5,Amaizing phone at this price range best phone must buyyyyyyyyyyyyyyyyyy
1803,5,"All things considered, I believe that this phone is the best value phone on the market for its price. I would recommend it as it seems to be both user-friendly and affordable......"
1804,5,"It is a excellent phone the camera , display, battery is really good"
1805,5,Value for money
1806,5,Phone look is better☺
1807,5,Very good
1808,5,Nice phone value for money
1809,5,Good product
1810,5,this phone is justt mindblowing set....i loved it ..camera qyality is justt superbb in this range nd also other performances.....ty flipkart...go 4 realme Narzo 50 A
1811,5,Best phone under 10k.
1812,5,Good mobile
1813,5,Best in budget
1814,5,Good
1815,5,Very good experience; till now
1816,5,Good
1817,5,Good
1818,5,Nice phn but camera should be better. Average it's awesome phn within such range
1819,5,Good Mobile
1820,5,Very nice
1821,5,Very good
1822,5,Very good
1823,5,Thanks 😊 u Flipkart
1824,5,Good
1825,5,Veri nice mobile
1826,5,Good
1827,5,Good
1828,5,Good
1829,5,Nice phone
1830,5,Good..................
1831,5,Totally Satisfied
1832,5,Best product 👍👍❤❤
1833,5,Good
1834,5,Very good
1835,5,Wonderful
1836,5,Good
1837,5,Excellent hand set. Value for money. Good offer by flipkart also
1838,5,Nice
1839,5,I got this for 9950 in sale 128 gb variant. Product is overall good. Camera is good in micro shots. Battery is really awesome. Performance is fast. Display is a part which i don't like maybe its because i was using amloed display earlier. Overall phone is nice you can gift it to your mom dad or other elder person.
1840,5,Excellent
1841,5,Good product
1842,5,Best budget phone
1843,5,"Very nice mobile. After one day use, battery still remaining 35%. Not suitable for gamers, but it used for those people who are using mobiles, for daily purposes & activities. Camera's are fine. Ram management is very good. The UI is very user friendly. Call recording function is not included, so we hav to use other call recording apks."
1844,5,Good product
1845,5,Very nice
1846,5,Nice product
1847,5,Good and satisfied product and also thanks to ekart for delivery
1848,5,"Thanks flipkart good service and delivery 🚚
Best value for money phone 📱"
1849,5,Nice
1850,5,Nice products
1851,5,Good
1852,5,Nice mobile
1853,5,Good
1854,5,Nice product
1855,5,Good
1856,5,It's amazing phone but not for camera lovers
1857,5,"Not good
Phone
Not purchase"
1858,5,"Nice phone nice battery backup and nice camera ,thank you flipkart"
1859,5,Value for money phn.
1860,5,Very good
1861,5,Worth for the price
1862,5,Good
1863,5,Good
1864,5,Top
1865,5,Amasing mobile in this afordable price.
1866,5,Beautiful design
1867,5,"Awesome mobile. The huge battery 🔋 6000 mAh is like a power house. Display is OK. Rear camera is also gud but the front camera is average, atleast provide 13 MP in front also. Overall value for money mobile."
1868,5,Good
1869,5,am Happy
1870,5,Battery backup good
1871,5,Best
1872,5,Nice product in this money
1873,5,Very good
1874,5,Totally is good for everyone
1875,5,good
1876,5,Good
1877,5,Good
1878,5,Good phone
1879,5,"I am GaméR so this phone absolutely right for all GaméR ...
Great Discounts
Great value Price
Build Quality Good
Great Battery 🔋 and fast charging support.
And Good as courier service compared other online shopping app
Thankyou flipkart💯"
1880,5,Good
1881,5,Value for money
1882,5,Good performance
1883,5,Nice phone and good digin
1884,5,Besht
1885,5,Best smartphone
1886,5,"Great & awesome quality
value for money 👍👍👍👍"
1887,5,Good
1888,5,Everything is good....and specially if u will purchase from flipkart this will be the lowest price than anywhere else.
1889,5,Worth every penny
1890,5,Awesome at this price range. 😎😎
1891,5,Good product at reasonable price
1892,5,Best at segment.
1893,5,nice
1894,5,Good
1895,5,Good
1896,5,Thanks Filpkart
1897,5,Awesome products very nice
1898,5,Good
1899,5,Super
1900,5,I'm happy
1901,5,Good
1902,5,Ok
1903,5,"Nice phone, very good quality..."
1904,5,Nice product and valuable price in big billion day we have purchased this valuable mobile @Rs. 9449for some one on this price this is amazing phone and also thanks to flipcart team which delivered this mobile very quickly during huge rush those days thanks to flipcart
1905,5,To good
1906,5,Phone is good but there is no headset and back cover
1907,5,Nice one
1908,5,It's very nice
1909,5,Camera is outstanding
1910,5,This mobile phone is value for money 💲💰
1911,5,Good
1912,5,Value for money..Nice performance
1913,5,Not bad
1914,5,Good phone in budget
1915,5,superb
1916,5,"Awesome smart phone with good camera and specs
Pocket friendly ,🙂"
1917,5,Ok
1918,5,Nice Product
1919,5,Super at this rate
1920,5,Awesome product
1921,5,Amazing value for money .
1922,5,Best product 😍😍😍🤩🙏🏻🙏🏻🙏🏻
1923,5,Great camera in this price range
1924,5,I received a very genuine product and yeah with the price of the product i am queit satisfied...
1925,5,Nice 👍
1926,5,Battery life is fabulous
1927,5,Nyc camera
1928,5,Nice 🙂🙂🙂🙂
1929,5,Best mobile
1930,5,"Realme narzo 50A awesome mobile
Thank uuuuu Flipkart"
1931,5,nice one
1932,5,It's 6star
1933,5,Nice
1934,5,Value of money
1935,5,good
1936,5,good
1937,5,Thanks Realme and flipkart
1938,5,"The features in this price is just unbeatable.This is all rounder whether it may be camera,processor,display,battery.This phone is really awesome and value for money."
1939,5,Everything is good at this price superb product
1940,5,Good phone at this price range
1941,5,Super
1942,5,V v nice
1943,5,Good
1944,5,Good
1945,5,Best
1946,5,Good product and Good delivery process
1947,5,Wow.. Awesome👍
1948,5,Good
1949,5,Very fine product
1950,5,Superb quality phone in great prise
1951,5,Awesome product .thanks to flipkart
1952,5,Super comfortable
1953,5,so happy moblie very nice moblie
1954,5,Good phone
1955,5,Very good
1956,5,Nice product value for money in this range
1957,5,Nice phone..
1958,5,Phone is good
1959,5,superb model from realme.
1960,5,Value for money in this price range
1961,5,Dream phone
1962,5,Value For Money.....
1963,5,Nice battery backup
1964,5,Nice 👌
1965,5,Good
1966,5,Good product at a decent price.delivered very quickly
1967,5,Awesome
1968,5,Good and better then any other smartphone in low price
1969,5,Awesome
1970,5,Super
1971,5,Best Price Best Mobile Superb 👌👍
1972,5,Nice
1973,5,Great product from Realme. Love it
1974,5,This mobile is awesome but heating problem please give updates to solve this problem 😀
1975,5,"pros:Very good product in reasonable price for all respect
Cons: huge 6000mah battery takes 2-3 hrs to get fully charged but battery backup is good for the phone"
